number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
IT2000|Webbasierte Systeme 2|Die Studierenden vertiefen ihr Wissen um die webbasierte Programmierung, insbesondere für die Erstellung dynamisch, interaktiver Webseiten für Desktops und mobile Endgeräte unter Anbindung an die Webdienste sozialer Netze.|6|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=765|Informatik (B.Sc. 2010)Webbasierte Systeme (CS1024), Webbasierte Systeme (CS1024), Social Media Systems (B.Sc. 2016)Webbasierte Programmierung 2 (IT1002), Webbasierte Programmierung 2 (IT1002)|4|FB06-MNI|Informatik(B.Sc.2010)
SK1007|Wissenschaftliches Arbeiten in der Informatik|Der Kurs setzt sich mit dem Wissenschaftsverständnis der Informatik auseinander und vermittelt die Techniken wissenschaftlichen, systematischen Untersuchens konkreter Fragestellungen und deren sorgfältige, nachvollziehbare Darstellung. Der Kurs dient als Einstieg zum wissenschaftlichen Arbeiten zum Zwecke der Bachelorarbeit.|3|Prof. Dr. Dominikus Herzberg|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=635|Keine|4|FB06-MNI|Informatik(B.Sc.2010)
INF2521|Algorithmen für Computerspiele|Das Modul befasst sich mit theoretischen, algorithmischen und technischen Methoden, die für die Analyse, die Programmierung oder das Design von Computerspielen verwendet werden können.|6|Prof. Dr. Andreas Gogol-Döring|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2396|Informatik (B.Sc. 2022)Theoretische Informatik 1 (INF1007), Theoretische Informatik 1 (INF1007), Ingenieur-Informatik (B.Sc. 2022)Theoretische Informatik 1 (INF1007), Theoretische Informatik 1 (INF1007)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2502|Android-Praktikum: Anwendungsentwicklung|In diesem Modul werden die Grundlagen der Plattform und das Anwendungsprogrammiermodell von Android vermittelt.|9|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2377|Informatik (B.Sc. 2022)Programmieren 2 (INF1004), Programmieren 2 (INF1004)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2201|Anwendung systemnaher Konzepte in der Programmierung|Durch die Anwendung systemnaher Programmierung wird eine virtuelle Maschine für eine kleine Programmiersprache implementiert, die sich an moderne Konzepte von Programmiersprachen anschlussfähig zeigt und die Abstraktionsschichten zwischen Programmiersprachen und Computerhardware aufzeigt und demonstriert.|6|Prof. Dr. Andre Rein|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2343|Bioinformatik (B.Sc. 2022)Programmieren 2 (INF1004)Theoretische Informatik 2 (INF1008), Programmieren 2 (INF1004), Theoretische Informatik 2 (INF1008), Informatik (B.Sc. 2022)Programmieren 2 (INF1004)Theoretische Informatik 2 (INF1008), Programmieren 2 (INF1004), Theoretische Informatik 2 (INF1008), Social Media Systems (B.Sc. 2022)Theoretische Informatik 2 (INF1008)Webbasierte Programmierung 2 (INF1002), Theoretische Informatik 2 (INF1008), Webbasierte Programmierung 2 (INF1002), Ingenieur-Informatik (B.Sc. 2022)Programmieren 2 (INF1004)Theoretische Informatik 2 (INF1008), Programmieren 2 (INF1004), Theoretische Informatik 2 (INF1008)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2541|Architekturen von Webservices|Diese Veranstaltung vermittelt vertiefte Grundlagen und Anwendungen zur serverseitigen Webprogrammierung.|6|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2414|Informatik (B.Sc. 2022)Praktische Informatik 2 (INF1006), Praktische Informatik 2 (INF1006), Social Media Systems (B.Sc. 2022)Webbasierte Programmierung 2 (INF1002), Webbasierte Programmierung 2 (INF1002), Ingenieur-Informatik (B.Sc. 2022)Praktische Informatik 2 (INF1006), Praktische Informatik 2 (INF1006)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2535|Augmented Reality|Dieses Modul bietet eine Einführung in die Entwicklung von Augmented Reality Anwendungen. Diese umfasst die Betrachtung der Realisierung unter Rücksichtnahme auf Benutzbarkeit und Nutzererfahrung, die technischen und mathematischen Grundlagen sowie die Auseinandersetzung mit ethischen und rechtlichen Aspekten.|6|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2410|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
GS2506|Auslandssemester+|Ziel dieses Moduls ist es, den Lernprozess eines studien- oder berufsbezogenen Auslandsaufenthalts zu reflektieren, fachlich aufzuarbeiten, darzustellen und anderen Studierenden mit aktuellen Kommunikationstechniken zugänglich zu machen. Dazu sollen die Studierenden ihren Auslandaufenthalt bewusst vorbereiten, begleitend dokumentieren, abschließend beurteilen und Hilfestellungen für zukünftige Auslandsstudierende erstellen.|6|Laura Magdeburg|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2441|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2202|Automaten, Sprachen und Compiler|Die Studierenden kennen die Bedeutungen und Zusammenhänge von regulären Ausdrücken, endlichen Automaten, Kellerautomaten, Turingmaschinen, Berechenbarkeit, formalen Sprachen, Grammatiken und deren Einsatz in den Phasen der lexikalischen Analyse und der Syntaxanalyse in einem Compiler.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2344|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
GEN3002|Bachelorarbeit mit Kolloquium|Die Studierenden wenden die im Studium erworbene Fachkompetenz in einer praktischen Aufgabe an und zeigen damit ihre Fähigkeit der Übertragung der Kenntnisse der Informatik auf konkrete Fragestellungen.|15|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2625|Informatik (B.Sc. 2022)Praxisphase (GEN3001), Praxisphase (GEN3001)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2203|Betriebssysteme|In der Veranstaltung werden Grundlagen der Rechnerarchitektur sowie Architektur, Funktionsweise und Programmierschnittstellen moderner Betriebssysteme behandelt und in praktischen Aufgaben exemplarisch vertieft.|6|Prof. Dr. Andre Rein|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2345|Informatik (B.Sc. 2022)Anwendung systemnaher Konzepte in der Programmierung (INF2201), Anwendung systemnaher Konzepte in der Programmierung (INF2201), Ingenieur-Informatik (B.Sc. 2022)Anwendung systemnaher Konzepte in der Programmierung (INF2201), Anwendung systemnaher Konzepte in der Programmierung (INF2201)|4|FB06-MNI|Informatik(B.Sc.2022)
II2501|Bildverarbeitung und Einführung in die Mustererkennung|Kamera und Beleuchtungstechnik, Bildtransformationen, Bildverarbeitungsfilter, Segmentierung, morphologische Filter. Statistische Mustererkennung: Zusammenhangsanalyse, Merkmalsbestimmung.|6|Moritz Schauer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2359|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
GS2204|Bits und Bäume: Digitalisierung nachhaltig gestalten|In der Veranstaltung geht es um die materiellen Auswirkungen und die gesellschaftlichen Einflüsse der Informatik auf Natur, Wirtschaft und unsere Demokratie.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2430|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
MAN2509|Business Analytics|In der Veranstaltung lernen die Studierenden den Business Analytics Prozess kennen und wie dieser genutzt wird, um betriebswirtschaftliche Problemstellungen zu lösen.|6|Prof. Dr. Christian Überall|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2423|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
MAN2104|Business Intelligence|Vermittlung der Grundlagen von Business Intelligence und dessen Anwendung.|6|Prof. Dr. Harald Ritz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2420|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2103|CMS und Webanwendungen|Die Studierenden lernen Grundlagen der in der Praxis am häufigsten verwendeten Content Management Systeme kennen. Dazu gehört unter anderem die Konfiguration und Erweiterung von Wordpress. In Projektarbeiten verwenden sie ein Node.js Headless CMS zur Realisierung einer komplexen Webanwendung.|6|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2375|Informatik (B.Sc. 2022)Praktische Informatik 2 (INF1006), Praktische Informatik 2 (INF1006), Social Media Systems (B.Sc. 2022)Webbasierte Programmierung 2 (INF1002), Webbasierte Programmierung 2 (INF1002)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2543|Code Refactoring|Der Kurs vermittelt Kenntnisse und Erfahrungswissen über Refactoring-Methoden. In Übungen mit Refactoring-Werkzeugen lernen die Studierenden, ihre Code-Produktivität zu steigern und die Qualität ihres Quellcodes zu verbessern.|6|Prof. Dr. Klaus-Dieter Quibeldey-Cirkel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2416|Informatik (B.Sc. 2022)Software Engineering: Konzepte und Methoden (INF2001), Software Engineering: Konzepte und Methoden (INF2001)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2520|Codequalität|Die Veranstaltung behandelt häufige Probleme bei der Entwicklung und Implementierung von Software und vermittelt Wege, zu gutem Code zu gelangen.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2395|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2525|Compilerbau|Die Veranstaltung vermittelt wichtige Konzepte moderner Programmiersprachen und deren Übersetzung in einem Compiler. Die Studierenden erstellen darauf aufbauend in einem Projekt einen eigenen Compiler.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2400|Informatik (B.Sc. 2022)Automaten, Sprachen und Compiler (INF2202), Automaten, Sprachen und Compiler (INF2202), Ingenieur-Informatik (B.Sc. 2022)Automaten, Sprachen und Compiler (INF2202), Automaten, Sprachen und Compiler (INF2202)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2544|Containerisierte Anwendungen|Für eine optimale Auslastung von Hardware-Ressourcen wird häufig Virtualisierung eingesetzt. Containerisierung bildet dabei eine besondere Form der Virtualisierung. Containerisierte Anwendungen lassen sich leicht veröffentlichen, skalieren und sind in hohem Maße unabhängig von der eingesetzten Hard- und Software.|6|Prof. Dr. Klaus-Dieter Quibeldey-Cirkel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2417|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2514|Content Management Systeme: Konzepte und Realisierung|Die Studierenden lernen die Kernkomponenten und Aufgaben eines CMS kennen. Sie sind in der Lage bestehende CMS zu bewerten und können eigene CMS planen.|6|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2389|Informatik (B.Sc. 2022)Praktische Informatik 2 (INF1006), Praktische Informatik 2 (INF1006), Social Media Systems (B.Sc. 2022)Webbasierte Programmierung 2 (INF1002), Webbasierte Programmierung 2 (INF1002), Ingenieur-Informatik (B.Sc. 2022)Praktische Informatik 2 (INF1006), Praktische Informatik 2 (INF1006)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2507|Cross-Platform Development|In der Veranstaltung lernen die Studierenden aktuelle Techniken und Frameworks für eine plattformübergreifende Entwicklung kennen. Anschließend wird das erlernte Wissen in einem Projekt angewendet, bei dem die Studierenden eine App entwickeln, welche auf Windows OS, iOS, MacOS und Android ausgeführt werden kann.|9|Prof. Dr. Christian Überall|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2382|Informatik (B.Sc. 2022)Programmieren 2 (INF1004), Programmieren 2 (INF1004), Social Media Systems (B.Sc. 2022)Digitale Medien + Kommunikation 2 (MK1002)Webbasierte Programmierung 2 (INF1002), Digitale Medien + Kommunikation 2 (MK1002), Webbasierte Programmierung 2 (INF1002)|4|FB06-MNI|Informatik(B.Sc.2022)
INF2204|Datenbanksysteme|Die Studierenden verstehen die Konzepte von Datenbankmanagementsystemen, sie sind befähigt anwendungsspezifische Datenbanksysteme auszuwählen und darauf nötige Datenmodelle zu entwickeln und beherrschen die Standard-Datenbanksprache SQL.|6|Dr. habil. Frank Kammer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2346|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2533|DevOps|Im Rahmen dieser Veranstaltung werden die grundlegenden Konzepte, Tools und Methoden von DevOps vermittelt und an praktischen Beispielen vertieft.|6|Steffen Rupp|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2408|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
GEN2002|Die Informatik als Wissenschaft|Keine|9|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2636|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2538|Digitale Gestaltung und Fabrikation von Prototypen|Prototyping mithilfe von 3D Druck und gedruckter Elektronik. Basierend auf den vermittelten theoretischen Grundlagen gestalten, entwickeln und programmieren die Studierenden einen Hardwareprototyp.|6|Prof. Dr. Martin Weigel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2413|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
II2002|Digitale Signalverarbeitung|Einführung in die Grundlagen analoger und digitaler, ein- und zweidimensionaler Signale.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2357|Informatik (B.Sc. 2022)Mathematik 1 (MAT1001)Mathematik 2 (MAT1002), Mathematik 1 (MAT1001), Mathematik 2 (MAT1002), Ingenieur-Informatik (B.Sc. 2022)Mathematik 1 (MAT1001)Mathematik 2 (MAT1002), Mathematik 1 (MAT1001), Mathematik 2 (MAT1002)|4|FB06-MNI|Informatik(B.Sc.2022)
II2510|Digitaltechnik mit programmierbarer Logik|Systematische Entwurf kombinatorischer und sequenzieller Schaltungen sowie Nutzung von Simulationstechniken und Implementierungswerkzeugen für Schaltungen mittels programmierbarer Logik.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2368|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
GS2203|Digitalwissenschaften  geisteswissenschaftlich gedacht|Dieses Modul ist hochschulübergreifend und erweitert die Denkweise von ingenieur- bzw. geisteswissenschaftlichen Studierenden in Richtung der jeweils anderen Disziplin. Dafür werden die wissenschaftlichen Methoden und Techniken der Disziplinen gegenübergestellt und exemplarisch angewandt.|3|Prof. Dr. Peter Kneisel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2429|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
MAN2201|DV-orientierte Betriebswirtschaftslehre|In der Veranstaltung werden betriebswirtschaftliche Prozesse/Funktionen, insbesondere deren Unterstützung durch computergestützte Anwendungssysteme, verdeutlicht.|3|Prof. Dr. Peter Hohmann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2432|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2526|Effiziente Algorithmen und ihre Anwendungen|Die Studierenden haben ein fundiertes Wissen über Algorithmen und können diese verstehen, implementieren und sinnvoll anwenden. Sie können den Ressourcenverbrauch bewerten, Techniken zur Effizienzsteigerung anwenden und passende Algorithmen in Literatur und Programm-Bibliotheken finden und nutzen.|6|Dr. habil. Frank Kammer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2401|Bioinformatik (B.Sc. 2022)Mathematik 1 (MAT1001)Programmieren 1 (INF1003)Theoretische Informatik 1 (INF1007), Mathematik 1 (MAT1001), Programmieren 1 (INF1003), Theoretische Informatik 1 (INF1007), Informatik (B.Sc. 2022)Mathematik 1 (MAT1001)Programmieren 1 (INF1003)Theoretische Informatik 1 (INF1007), Mathematik 1 (MAT1001), Programmieren 1 (INF1003), Theoretische Informatik 1 (INF1007), Ingenieur-Informatik (B.Sc. 2022)Mathematik 1 (MAT1001)Programmieren 1 (INF1003)Theoretische Informatik 1 (INF1007), Mathematik 1 (MAT1001), Programmieren 1 (INF1003), Theoretische Informatik 1 (INF1007)|4|FB06-MNI|Informatik(B.Sc.2022)
II2514|Einführung in das High Performance Computing|Parallelrechner stellen eine wichtige Ressource für das technisch-wissenschaftliche Hochleistungsrechnen dar. Dieses Modul verfolgt das Ziel, die dem Hochleistungsrechnen (engl. High Performance Computing) zugrunde liegende Konzepte auf Hard- und Software-Ebene zu verstehen und deren Praxistauglichkeit für spezifische Anwendungen bewerten zu können.|6|Prof. Dr.-Ing. Dipl.-Inform. Guido Bartsch|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2371|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2510|Einführung in den systematischen Softwaretest|Planung, Durchführung, Dokumentation von Tests. Statische und dynamische Testverfahren. Strukturorientierter und funktionsorientierter Test. Blackbox- und Whitebox-Tests. Debugging, Komponententest, Systemtest.|3|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2385|Bioinformatik (B.Sc. 2022)Programmieren 2 (INF1004), Programmieren 2 (INF1004), Informatik (B.Sc. 2022)Programmieren 2 (INF1004), Programmieren 2 (INF1004), Ingenieur-Informatik (B.Sc. 2022)Programmieren 2 (INF1004), Programmieren 2 (INF1004)|4|FB06-MNI|Informatik(B.Sc.2022)
II2513|Einführung in die 3D-Simulation und -Visualisierung|Mittels 3D-Simulation und -Visualisierung können selbst komplexe dynamische Prozesse und Zusammenhänge in aller Regel in eine visuell erfassbare Form gebracht werden. Im Rahmen des Moduls wird das hierfür erforderliche Grundlagenwissen vermittelt und in einem kleinen Projekt praxisorientiert umgesetzt.|6|Prof. Dr.-Ing. Dipl.-Inform. Guido Bartsch|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2370|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2542|Einführung in die Programmiersprache Julia|Einführung in die Programmiersprache Julia|6|Prof. Dr. Franz Cemic|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2415|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
INF2530|Einführung ins Quantencomputing|Das Modul erläutert das Berechnungsmodell des Quantencomputing anhand einfacher Beispiele|6|Prof. Dr. Bettina Just|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2405|Keine|4|FB06-MNI|Informatik(B.Sc.2022)
